n-body ; 12261.686096191406250000 ; 6803.931640625000000000 ; 0.014404296875000000 ; 1372.846313476562500000 ;  568250 
n-body ; 11779.833374023437500000 ; 6530.951965332031250000 ; 0.013610839843750000 ; 1352.107604980468750000 ;  559663 
n-body ; 11792.521057128906250000 ; 6537.690979003906250000 ; 0.013488769531250000 ; 1353.664672851562500000 ;  560299 
n-body ; 11723.217346191406250000 ; 6499.974975585937500000 ; 0.013549804687500000 ; 1345.464721679687500000 ;  556919 
n-body ; -250468.224182128906250000 ; -255667.064636230468750000 ; 0.013427734375000000 ; 1340.044128417968750000 ;  554673 
n-body ; 11755.756103515625000000 ; 6522.729187011718750000 ; 0.013610839843750000 ; 1348.966674804687500000 ;  558358 
n-body ; 11747.520996093750000000 ; 6518.072998046875000000 ; 0.013366699218750000 ; 1348.023254394531250000 ;  557978 
n-body ; 11787.824951171875000000 ; 6532.005615234375000000 ; 0.013610839843750000 ; 1353.111206054687500000 ;  560083 
n-body ; 11882.517761230468750000 ; 6591.294860839843750000 ; 0.013488769531250000 ; 1362.556091308593750000 ;  563981 
n-body ; 11712.293518066406250000 ; 6498.462219238281250000 ; 0.013732910156250000 ; 1344.305419921875000000 ;  556433 
binary-trees ; 2101.059204101562500000 ; 1667.163085937500000000 ; 0.001281738281250000 ; 131.204345703125000000 ;  46484 
binary-trees ; 2072.195617675781250000 ; 1645.414489746093750000 ; 0.001464843750000000 ; 127.484069824218750000 ;  44997.1 
binary-trees ; 2068.784851074218750000 ; 1645.618591308593750000 ; 0.001525878906250000 ; 126.207641601562500000 ;  44532.3 
binary-trees ; 2086.677307128906250000 ; 1660.068969726562500000 ; 0.001525878906250000 ; 126.311523437500000000 ;  44604.8 
binary-trees ; 2100.034301757812500000 ; 1670.030883789062500000 ; 0.001525878906250000 ; 126.928955078125000000 ;  44867.7 
binary-trees ; 2094.655212402343750000 ; 1665.776306152343750000 ; 0.001525878906250000 ; 126.795532226562500000 ;  44778.5 
binary-trees ; 2097.579650878906250000 ; 1668.187866210937500000 ; 0.001525878906250000 ; 127.122253417968750000 ;  44802.8 
binary-trees ; 2112.818115234375000000 ; 1681.157775878906250000 ; 0.001586914062500000 ; 127.043701171875000000 ;  44972.1 
binary-trees ; 2146.834228515625000000 ; 1707.771301269531250000 ; 0.001525878906250000 ; 127.673950195312500000 ;  45297.1 
binary-trees ; 2099.673583984375000000 ; 1670.940612792968750000 ; 0.001708984375000000 ; 126.044921875000000000 ;  44520.8 
reverse-complement ; 52.296875000000000000 ; 27.195983886718750000 ; 0.000000000000000000 ; 7.525451660156250000 ;  2812.23 
reverse-complement ; 42.551574707031250000 ; 27.804748535156250000 ; 0.000000000000000000 ; 4.320617675781250000 ;  1512.25 
reverse-complement ; 43.800781250000000000 ; 28.511901855468750000 ; 0.000000000000000000 ; 4.368896484375000000 ;  1546.25 
reverse-complement ; 42.310180664062500000 ; 27.793823242187500000 ; 0.000000000000000000 ; 4.234130859375000000 ;  1477.89 
reverse-complement ; 43.110290527343750000 ; 28.291870117187500000 ; 0.000000000000000000 ; 4.250976562500000000 ;  1485.33 
reverse-complement ; 42.579223632812500000 ; 27.947204589843750000 ; 0.000000000000000000 ; 4.247253417968750000 ;  1482.71 
reverse-complement ; 42.184265136718750000 ; 27.654785156250000000 ; 0.000000000000000000 ; 4.246887207031250000 ;  1482.51 
reverse-complement ; 42.666625976562500000 ; 28.032531738281250000 ; 0.000000000000000000 ; 4.267211914062500000 ;  1491.42 
reverse-complement ; 42.580810546875000000 ; 27.907897949218750000 ; 0.000000000000000000 ; 4.287414550781250000 ;  1496.59 
reverse-complement ; 42.640380859375000000 ; 27.964599609375000000 ; 0.000000000000000000 ; 4.259643554687500000 ;  1487.83 
regex-redux ; 220.246032714843750000 ; 146.082397460937500000 ; 0.000000000000000000 ; 19.378356933593750000 ;  7668.98 
regex-redux ; 220.217468261718750000 ; 147.322143554687500000 ; 0.000000000000000000 ; 18.814453125000000000 ;  7420.36 
regex-redux ; 210.810668945312500000 ; 142.663757324218750000 ; 0.001342773437500000 ; 17.256164550781250000 ;  6873.86 
regex-redux ; 207.119384765625000000 ; 140.703002929687500000 ; 0.000000000000000000 ; 16.896301269531250000 ;  6741.32 
regex-redux ; 206.950439453125000000 ; 139.673156738281250000 ; 0.000000000000000000 ; 17.185485839843750000 ;  6845.99 
regex-redux ; 205.859130859375000000 ; 139.415771484375000000 ; 0.000000000000000000 ; 17.055786132812500000 ;  6810.94 
regex-redux ; 219.972045898437500000 ; 146.990234375000000000 ; 0.000000000000000000 ; 18.859436035156250000 ;  7438.29 
regex-redux ; 220.207031250000000000 ; 147.150573730468750000 ; 0.000000000000000000 ; 18.873779296875000000 ;  7442.76 
regex-redux ; 217.613708496093750000 ; 145.466308593750000000 ; 0.001220703125000000 ; 18.652587890625000000 ;  7354.77 
regex-redux ; 205.755920410156250000 ; 138.871948242187500000 ; 0.000000000000000000 ; 17.175964355468750000 ;  6826.87 
fannkuch-redux ; 14603.997253417968750000 ; 11943.862731933593750000 ; 0.009948730468750000 ; 673.789916992187500000 ;  278893 
fannkuch-redux ; 14581.841003417968750000 ; 11935.684570312500000000 ; 0.011901855468750000 ; 669.598022460937500000 ;  277145 
fannkuch-redux ; 14955.568969726562500000 ; 12245.225524902343750000 ; 0.010437011718750000 ; 678.521911621093750000 ;  280852 
fannkuch-redux ; 14936.510437011718750000 ; 12227.524841308593750000 ; 0.012329101562500000 ; 677.572021484375000000 ;  280458 
