bubblesort , 0.010986328125000000, 0.009155273437500000,  ,  ,  3.165 
bubblesort , 0.013183593750000000, 0.010925292968750000,  ,  ,  3.069 
bubblesort , 0.015197753906250000, 0.009399414062500000,  ,  ,  2.617 
bubblesort , 0.010559082031250000, 0.009582519531250000,  ,  ,  2.572 
bubblesort , 0.009948730468750000, 0.009948730468750000,  ,  ,  2.671 
bubblesort , 0.015380859375000000, 0.010009765625000000,  ,  ,  2.684 
bubblesort , 0.009887695312500000, 0.010253906250000000,  ,  ,  2.712 
bubblesort , 0.014648437500000000, 0.010070800781250000,  ,  ,  2.638 
bubblesort , 0.014343261718750000, 0.009765625000000000,  ,  ,  2.537 
bubblesort , 0.010009765625000000, 0.010009765625000000,  ,  ,  2.555 
bubblesort , 0.014465332031250000, 0.009399414062500000,  ,  ,  2.58 
bubblesort , 0.010192871093750000, 0.009643554687500000,  ,  ,  2.591 
bubblesort , 0.014404296875000000, 0.010375976562500000,  ,  ,  2.591 
bubblesort , 0.014892578125000000, 0.009399414062500000,  ,  ,  2.588 
bubblesort , 0.008789062500000000, 0.009643554687500000,  ,  ,  2.566 
bubblesort , 0.015380859375000000, 0.009521484375000000,  ,  ,  2.561 
bubblesort , 0.010253906250000000, 0.009765625000000000,  ,  ,  2.556 
bubblesort , 0.014709472656250000, 0.010131835937500000,  ,  ,  2.654 
bubblesort , 0.010253906250000000, 0.010681152343750000,  ,  ,  2.321 
bubblesort , 0.018493652343750000, 0.011901855468750000,  ,  ,  2.288 
bubblesort , 0.012878417968750000, 0.011474609375000000,  ,  ,  2.224 
bubblesort , 0.012939453125000000, 0.011413574218750000,  ,  ,  2.122 
bubblesort , 0.014282226562500000, 0.012573242187500000,  ,  ,  2.153 
bubblesort , 0.013916015625000000, 0.011962890625000000,  ,  ,  2.107 
bubblesort , 0.013305664062500000, 0.013244628906250000,  ,  ,  2.163 
bubblesort , 0.013854980468750000, 0.012023925781250000,  ,  ,  2.151 
bubblesort , 0.022033691406250000, 0.013427734375000000,  ,  ,  2.068 
bubblesort , 0.013854980468750000, 0.011718750000000000,  ,  ,  2.108 
bubblesort , 0.013183593750000000, 0.013427734375000000,  ,  ,  2.161 
bubblesort , 0.014526367187500000, 0.013488769531250000,  ,  ,  2.168 
bubblesort , 0.013122558593750000, 0.013122558593750000,  ,  ,  2.165 
bubblesort_func , 0.017639160156250000, 0.019104003906250000,  ,  ,  3.698 
bubblesort_func , 0.025451660156250000, 0.017456054687500000,  ,  ,  3.418 
bubblesort_func , 0.018920898437500000, 0.017211914062500000,  ,  ,  3.415 
bubblesort_func , 0.024658203125000000, 0.017150878906250000,  ,  ,  3.342 
bubblesort_func , 0.017150878906250000, 0.017211914062500000,  ,  ,  3.377 
bubblesort_func , 0.018493652343750000, 0.018676757812500000,  ,  ,  3.467 
bubblesort_func , 0.023925781250000000, 0.017089843750000000,  ,  ,  3.444 
bubblesort_func , 0.017395019531250000, 0.017944335937500000,  ,  ,  3.416 
bubblesort_func , 0.023681640625000000, 0.018371582031250000,  ,  ,  3.422 
bubblesort_func , 0.018005371093750000, 0.017822265625000000,  ,  ,  3.464 
bubblesort_func , 0.024963378906250000, 0.017883300781250000,  ,  ,  3.398 
bubblesort_func , 0.016967773437500000, 0.016967773437500000,  ,  ,  3.428 
bubblesort_func , 0.017700195312500000, 0.017456054687500000,  ,  ,  3.41 
bubblesort_func , 0.024353027343750000, 0.017395019531250000,  ,  ,  3.372 
bubblesort_func , 0.017700195312500000, 0.018249511718750000,  ,  ,  3.397 
bubblesort_func , 0.018493652343750000, 0.016662597656250000,  ,  ,  3.426 
bubblesort_func , 0.017333984375000000, 0.017272949218750000,  ,  ,  3.404 
bubblesort_func , 0.017944335937500000, 0.017578125000000000,  ,  ,  3.379 
bubblesort_func , 0.023376464843750000, 0.018249511718750000,  ,  ,  3.406 
bubblesort_func , 0.018981933593750000, 0.017761230468750000,  ,  ,  3.443 
bubblesort_func , 0.023986816406250000, 0.018737792968750000,  ,  ,  3.435 
bubblesort_func , 0.018981933593750000, 0.017883300781250000,  ,  ,  3.418 
bubblesort_func , 0.024841308593750000, 0.018615722656250000,  ,  ,  3.502 
bubblesort_func , 0.018310546875000000, 0.018615722656250000,  ,  ,  3.414 
bubblesort_func , 0.019104003906250000, 0.017333984375000000,  ,  ,  3.404 
bubblesort_func , 0.023864746093750000, 0.018066406250000000,  ,  ,  3.456 
bubblesort_func , 0.018371582031250000, 0.018371582031250000,  ,  ,  3.49 
bubblesort_func , 0.025268554687500000, 0.017578125000000000,  ,  ,  3.396 
bubblesort_func , 0.017700195312500000, 0.017395019531250000,  ,  ,  3.379 
bubblesort_func , 0.024047851562500000, 0.018371582031250000,  ,  ,  3.542 
bubblesort_ll2 , 0.025939941406250000, 0.017761230468750000,  ,  ,  3.688 
